,uuid,account_amount_added_12_24m,account_days_in_dc_12_24m,account_days_in_rem_12_24m,account_days_in_term_12_24m,account_incoming_debt_vs_paid_0_24m,account_status,account_worst_status_0_3m,account_worst_status_12_24m,account_worst_status_3_6m,account_worst_status_6_12m,age,avg_payment_span_0_12m,avg_payment_span_0_3m,merchant_category,merchant_group,has_paid,max_paid_inv_0_12m,max_paid_inv_0_24m,name_in_email,num_active_div_by_paid_inv_0_12m,num_active_inv,num_arch_dc_0_12m,num_arch_dc_12_24m,num_arch_ok_0_12m,num_arch_ok_12_24m,num_arch_rem_0_12m,num_arch_written_off_0_12m,num_arch_written_off_12_24m,num_unpaid_bills,status_last_archived_0_24m,status_2nd_last_archived_0_24m,status_3rd_last_archived_0_24m,status_max_archived_0_6_months,status_max_archived_0_12_months,status_max_archived_0_24_months,recovery_debt,sum_capital_paid_account_0_12m,sum_capital_paid_account_12_24m,sum_paid_inv_0_12m,time_hours,worst_status_active_inv
4032,a5541f32-e17f-47bb-bacd-bdfda351dbc8,0,,,,,,,,,,20,5.5,1.0,Diversified entertainment,Entertainment,True,50780.0,50780.0,F+L,0.0,0,0,0,2,0,0,0.0,0.0,0,1,1,0,1,1,1,0,0,0,53570,20.6991666666667,
4035,9e4028e1-97c8-4368-8ce6-3545131a2342,0,0.0,0.0,0.0,,,,,,,18,,,Youthful Shoes & Clothing,Clothing & Shoes,False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,12.6766666666667,
4040,d1a223d8-ed13-42cb-81a7-8b751cde30af,0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,20,,,General Shoes & Clothing,Clothing & Shoes,False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,23.7325,
4041,b8731ace-6f09-41c1-b14e-a9f177f93c52,0,0.0,0.0,0.0,,,,,,,37,,,Diversified entertainment,Entertainment,False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,18.3441666666667,
4042,8e27037d-6e50-4744-852e-d18b8ca754d3,0,0.0,0.0,0.0,,,,,,,63,,,Diversified children products,Children Products,False,0.0,0.0,F1+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,11.0577777777778,
4045,ea65d806-c770-4fe4-9fa6-894e30564332,0,0.0,0.0,0.0,,,,,,,18,,,Dietary supplements,Health & Beauty,False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,10.5822222222222,
4067,eb9d1158-70bb-487c-bc4a-aca0168ed079,0,0.0,0.0,0.0,,,,,,,35,,,Children toys,Children Products,True,0.0,7650.0,F+L,,0,0,0,0,1,0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,1.03694444444444,
4068,2400c993-70b2-4409-8154-299944e21b8f,39990,0.0,0.0,0.0,1.37443496801706,1.0,1.0,1.0,1.0,1.0,29,,,Diversified electronics,Electronics,True,0.0,0.0,no_match,,0,0,0,0,0,0,,,3,0,0,0,0,0,0,0,34782,0,0,18.8436111111111,
4070,a9888a4a-8fca-4ecf-960b-2167d6ba9af8,0,0.0,0.0,0.0,0.0,1.0,1.0,,1.0,1.0,18,,,Youthful Shoes & Clothing,Clothing & Shoes,True,10200.0,10200.0,no_match,,1,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,10200,21.3272222222222,1.0
4073,ebba88ce-817f-4df8-9a50-ebfb90a75c6a,0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,42,,,Diversified entertainment,Entertainment,True,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,20.0116666666667,
4075,0f90e983-f945-4707-856a-905cd5731d3b,0,,,,,,,,,,48,7.5625,4.33333333333333,Diversified entertainment,Entertainment,True,7830.0,7830.0,Nick,0.0,0,0,0,16,11,0,0.0,0.0,0,1,1,1,1,1,1,0,0,0,78690,15.0144444444444,
4080,3928870b-21ea-4f5b-98cb-3d90952bc985,0,0.0,0.0,0.0,,,,,,,31,,,Prints & Photos,"Leisure, Sport & Hobby",False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,16.8530555555556,
4083,7a9e789f-9ae0-434f-8b9f-6dff3a9f6637,0,,,,,,,,,,60,18.6153846153846,16.0,Personal care & Body improvement,Health & Beauty,True,9588.0,9588.0,F+L,0.142857142857143,2,0,0,13,8,0,0.0,0.0,2,1,1,1,1,1,1,0,0,0,44457,9.75138888888889,1.0
4085,e3968819-15f8-4270-bda4-bd10e03085db,0,,,,,,,,,,33,,,Pet supplies,Home & Garden,True,0.0,0.0,F+L,,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,9.45833333333333,
4090,b722c839-4334-4673-993a-c8cf3273e87f,0,,,,,,,,,,46,,,Diversified entertainment,Entertainment,False,0.0,0.0,L1+F,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,9.73222222222222,
4092,3fb6bdc7-544c-491f-b6a6-b72bc652bb27,0,0.0,0.0,0.0,,,,,,,72,,,Decoration & Art,Home & Garden,False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,4.61722222222222,
4094,d3d2eb4c-35ff-4647-90fb-37b3091b33d0,0,,,,,,,,,,45,,,Diversified children products,Children Products,True,0.0,11900.0,F+L,,0,0,0,0,1,0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,19.9438888888889,
4097,1fc08300-e648-4594-8855-0f83d37e3009,0,,,,,,,,,,49,9.10091743119266,9.40384615384615,Diversified entertainment,Entertainment,True,9290.0,9290.0,no_match,0.0446428571428571,5,0,0,107,55,2,0.0,0.0,5,1,1,1,2,2,2,0,0,0,211556,10.1133333333333,1.0
4098,b84d6572-57a1-4aa7-8217-4e2607e8a5ba,0,0.0,0.0,0.0,,,,,,,35,,,Children toys,Children Products,False,0.0,0.0,L1+F,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,14.9055555555556,
4100,10dbe217-3104-468f-a522-2512eb782256,0,,,,,,,,,,48,26.0,,Youthful Shoes & Clothing,Clothing & Shoes,True,18881.0,18881.0,no_match,0.0,0,0,0,1,0,1,0.0,0.0,0,1,2,0,2,2,2,0,0,0,31504,19.0325,
4103,ca7ab8c8-0838-450c-a325-5e6c4a486bb9,0,,,,,,,,,,40,23.4736842105263,22.0,Books & Magazines,Entertainment,True,5750.0,6890.0,F,0.0526315789473684,1,0,0,17,26,2,0.0,0.0,1,1,1,1,2,2,2,0,0,0,55530,17.2286111111111,1.0
4107,4ea9a4d2-d056-431f-b880-8c40ca4f2c12,0,0.0,0.0,0.0,,,,,,,19,,,Diversified entertainment,Entertainment,False,0.0,0.0,F,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,21.9422222222222,
4109,d25359ca-22f6-4ba4-bfd8-85d26e1bf7c1,0,0.0,0.0,0.0,,,,,,,56,,,Prints & Photos,"Leisure, Sport & Hobby",False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,19.5780555555556,
4110,5b48d3b7-d1ea-4863-9f9f-74e8728d6b28,0,,,,,,,,,,50,7.0,7.0,Diversified Health & Beauty products,Health & Beauty,True,4490.0,4490.0,F,0.0,0,0,0,2,0,0,0.0,0.0,0,1,1,0,1,1,1,0,0,0,8880,0.587777777777778,
4111,35de5600-104f-4363-9789-4b45769d59a8,0,,,,,,,,,,18,,,Dietary supplements,Health & Beauty,False,0.0,0.0,no_match,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,14.665,
4113,b93be644-628b-4e2a-b28e-5e5a1638415f,0,,,,,,,,,,24,10.0,,Diversified entertainment,Entertainment,True,5395.0,5395.0,F,0.0,0,0,0,1,0,0,0.0,0.0,0,1,0,0,0,1,1,0,0,0,5395,15.4988888888889,
4115,3162e148-e148-4697-9332-f1b005fed94a,0,0.0,0.0,0.0,,,,,,,23,,,Concept stores & Miscellaneous,"Leisure, Sport & Hobby",False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,20.6502777777778,
4121,efd3c5c1-2534-4a43-8f6b-9b1ce7fec86a,0,0.0,0.0,0.0,,,,,,,57,,,Diversified entertainment,Entertainment,False,0.0,0.0,no_match,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,15.9691666666667,
4124,343bcd90-8975-4aec-8b0f-97623fd0ecf1,0,,,,,,,,,,18,6.5,6.5,Youthful Shoes & Clothing,Clothing & Shoes,True,3575.0,3575.0,F+L,0.0,0,0,0,2,0,0,0.0,0.0,0,1,1,0,1,1,1,0,0,0,6150,21.6802777777778,
4125,860b3ac2-391d-4ad7-89bc-9bf4231168d0,0,0.0,0.0,0.0,,,,,,,32,,,Prints & Photos,"Leisure, Sport & Hobby",False,0.0,0.0,F,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,19.6438888888889,
4126,4c4b27a7-9e9f-4d53-93b3-ab15c4ee70dc,0,,,,,,,,,,38,14.0,,Youthful Shoes & Clothing,Clothing & Shoes,True,16990.0,16990.0,F+L,1.0,1,0,0,1,2,0,0.0,0.0,1,1,1,1,0,1,1,0,0,0,16990,22.3977777777778,1.0
4127,654b05d4-c817-4c74-9161-cec5dc8571f9,0,0.0,0.0,0.0,,,,,,,31,,,Diversified entertainment,Entertainment,True,0.0,8790.0,F,,0,0,0,0,2,0,0.0,0.0,0,1,1,0,0,0,1,0,0,0,0,9.48805555555555,
4128,b1386e3f-69ca-43c4-bcb0-949b7870ed50,38690,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,27,,,Diversified children products,Children Products,True,0.0,22810.0,F1+L,,0,0,0,0,2,0,0.0,0.0,0,1,1,0,0,0,1,0,0,84405,0,21.5658333333333,
4129,02510130-be39-4bbe-b7fe-e833098fd459,0,0.0,0.0,0.0,,,,,,,65,,,Concept stores & Miscellaneous,"Leisure, Sport & Hobby",False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,9.26388888888889,
4131,21e36187-200b-4bb1-b5f3-9d84b912acc6,0,0.0,0.0,0.0,,,,,,,18,,,Youthful Shoes & Clothing,Clothing & Shoes,False,0.0,0.0,L1+F,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,21.3672222222222,
4147,59c1f925-8b43-410f-b525-83e9084ffa3f,0,0.0,0.0,0.0,,,,,,,61,,,Prints & Photos,"Leisure, Sport & Hobby",True,0.0,0.0,no_match,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,19.9283333333333,
4148,33e62890-c4c9-43b1-9316-7c35b58f8c3e,0,,,,,,,,,,19,0.0,,Diversified entertainment,Entertainment,True,1148.0,1148.0,F,0.0,0,0,0,1,0,0,0.0,0.0,0,1,0,0,0,1,1,0,0,0,1148,10.0930555555556,
4150,e510c8cc-e7bc-4221-9a88-2d8ec9feb4eb,0,0.0,0.0,0.0,,,,,,,33,,,Books & Magazines,Entertainment,False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,21.1602777777778,
4155,7a55d163-b1dc-4fa6-8901-507cd7ea145b,0,,,,,,,,,,18,27.4,38.0,Diversified entertainment,Entertainment,True,13900.0,13900.0,Nick,0.0,0,1,0,3,0,1,0.0,0.0,0,1,2,3,3,3,3,0,0,0,27955,7.48611111111111,
4158,586e4d1d-4c32-4991-bb9e-cb134089f686,0,0.0,0.0,0.0,,,,,,,57,,,Diversified entertainment,Entertainment,False,0.0,0.0,L1+F,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,5.40722222222222,
4162,31741355-ac35-4775-9cd3-702fc203aa46,0,0.0,0.0,0.0,,,,,,,27,,,Diversified entertainment,Entertainment,False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,12.1041666666667,
4165,9f24da53-75a9-4732-a24c-a40e0ad4bd42,0,0.0,0.0,0.0,,,,,,,35,,,Diversified entertainment,Entertainment,False,0.0,0.0,no_match,,1,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,19.755,1.0
4169,6701488d-7ad2-415b-952c-2af6d140c5bc,0,,,,,,,,,,33,13.375,10.5,Diversified entertainment,Entertainment,True,9465.0,10440.0,F+L,0.222222222222222,2,0,0,8,4,0,0.0,0.0,2,1,1,1,1,1,1,0,0,0,41361,20.6533333333333,1.0
4170,f41425d9-1fdd-4148-8b9b-51757bd40b76,0,0.0,0.0,0.0,0.0,1.0,1.0,,3.0,2.0,47,,,Youthful Shoes & Clothing,Clothing & Shoes,True,895.0,895.0,L,,5,0,0,0,0,0,0.0,0.0,5,0,0,0,0,0,0,0,2180,0,895,20.2969444444444,1.0
4174,e06dfe7d-866f-4fe1-9862-2c31b41b9bc7,0,0.0,0.0,0.0,,,,,,,44,,,Electronic equipment & Related accessories,Electronics,False,0.0,0.0,no_match,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,17.3888888888889,
4179,20a86f6c-0937-41bb-8e5a-fb3ab05a9af7,0,0.0,0.0,0.0,,,,,,,52,,,Diversified children products,Children Products,False,0.0,0.0,Nick,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,11.4597222222222,
4181,f88b5267-fe71-4c7f-8623-8758015c9021,0,0.0,0.0,0.0,,,,,,,57,,,Diversified entertainment,Entertainment,False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,10.8080555555556,
4183,b72dd0a9-7ef7-4499-af15-518bc84797e7,0,0.0,0.0,0.0,,,,,,,50,,,Prescription optics,Health & Beauty,False,0.0,0.0,F1+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,11.6452777777778,
4193,e669b284-94f9-4f60-b025-9919ea54683e,32131,0.0,0.0,0.0,0.462268135009583,1.0,1.0,1.0,1.0,1.0,40,,,Diversified entertainment,Entertainment,True,2790.0,6298.0,F+L,0.333333333333333,1,0,0,0,1,0,0.0,0.0,9,2,2,2,0,2,2,0,29715,12508,6370,18.5483333333333,1.0
4195,a57c5595-1bd1-488e-a322-671374dbde16,0,,,,,,,,,,32,12.0,,Diversified entertainment,Entertainment,True,4180.0,4180.0,F,0.0,0,0,0,4,6,0,0.0,0.0,0,1,1,1,1,1,1,0,0,0,12315,22.5608333333333,
4196,3a1db17e-b427-438d-b6b5-98d4d88bcd6f,0,,,,,,,,,,38,13.25,7.5,Diversified entertainment,Entertainment,True,24439.0,24439.0,no_match,0.0,0,0,1,4,4,0,0.0,0.0,0,1,1,1,1,1,3,0,0,0,29514,19.6058333333333,
4206,157021d4-e19e-4331-8b33-ba758d1c8fec,0,,,,,,,,,,75,13.0,13.0,Books & Magazines,Entertainment,True,6570.0,6570.0,F+L,0.5,1,0,0,1,0,0,0.0,0.0,1,1,0,0,1,1,1,0,0,0,6570,21.3661111111111,1.0
4207,16221a30-94ac-46b5-ba2e-01f2199b7acf,0,,,,,,,,,,29,14.0,,Jewelry & Watches,Jewelry & Accessories,True,12285.0,14290.0,no_match,0.0,0,0,0,1,1,0,0.0,0.0,0,1,1,0,1,1,1,0,0,0,12285,17.6911111111111,
4208,0a6d4844-54b6-4b71-b81e-5d82a22b3988,0,0.0,0.0,0.0,,,,,,,58,,,Books & Magazines,Entertainment,True,0.0,7130.0,F1+L,,0,0,1,0,0,0,0.0,0.0,0,3,0,0,0,0,3,0,0,0,0,19.9469444444444,
4209,9978b892-0c85-4d6e-9068-81ab8e11659a,0,0.0,0.0,0.0,,,,,,,61,,,Diversified entertainment,Entertainment,False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,21.3688888888889,
4219,2be7d2d9-97f7-44bf-a155-85481265c5d1,0,0.0,0.0,0.0,,,,,,,30,,,Diversified electronics,Electronics,True,0.0,19900.0,F1+L,,0,0,0,0,1,0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,18.0280555555556,
4221,65af81a2-6851-4c5c-968d-14471c341b84,0,0.0,0.0,0.0,,,,,,,72,,,Prints & Photos,"Leisure, Sport & Hobby",False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,21.6566666666667,
4223,7e79d565-3bb9-47a3-93d6-6b26c95aa609,0,0.0,0.0,0.0,,,,,,,32,,,Dating services,Intangible products,False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,13.5452777777778,
4224,887e4a39-6e5f-4b6f-ad72-645253325390,0,0.0,0.0,0.0,,,,,,,66,,,Concept stores & Miscellaneous,"Leisure, Sport & Hobby",False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,15.3305555555556,
4231,282d28e8-c84c-4a22-9347-d053b9439321,0,,,,,,,,,,18,,,Body & Hair Care,Health & Beauty,False,0.0,0.0,L1+F,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,22.7713888888889,
4233,fb76a25b-5c00-451c-b712-d950f59b4645,15642,0.0,22.0,0.0,0.229688888888889,1.0,1.0,2.0,1.0,1.0,33,,,Automotive Parts & Accessories,Automotive Products,True,0.0,0.0,F+L,,1,0,0,0,0,0,,,2,0,0,0,0,0,0,0,4964,5453,0,14.3816666666667,1.0
4235,1aa45d6c-f607-4d7c-bc96-82ea270b8d40,7833,0.0,11.0,0.0,0.0002000266702226,1.0,1.0,2.0,1.0,2.0,26,,,Diversified entertainment,Entertainment,True,2680.0,5380.0,F+L,,0,0,0,0,0,0,0.0,0.0,1,2,2,0,0,0,2,0,6257,3025,2680,22.4683333333333,
4238,35e49f0e-4450-458e-bba6-e23d6ee78be9,0,0.0,0.0,0.0,,,,,,,60,,,Decoration & Art,Home & Garden,False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,21.62,
4239,9d400458-a289-480f-ac0b-ac3acedc88f6,0,0.0,0.0,0.0,,,,,,,54,,,Diversified entertainment,Entertainment,False,0.0,0.0,L1+F,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,14.2080555555556,
4240,3bf9c9cd-85ab-405e-99cb-7004288ef4c4,0,0.0,0.0,0.0,,,,,,,22,,,Prints & Photos,"Leisure, Sport & Hobby",False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,22.4652777777778,
4242,def077f9-85f1-4ad9-af3f-58f983cc619e,0,,,,,,,,,,19,31.2,12.0,Youthful Shoes & Clothing,Clothing & Shoes,True,22357.0,22357.0,Nick,0.0,0,0,0,3,0,2,0.0,0.0,0,1,1,2,2,2,2,0,0,0,49419,16.6027777777778,
4243,e289a21c-ea57-471b-ae19-56355f469309,0,,,,,,,,,,33,11.6315789473684,10.0,Diversified entertainment,Entertainment,True,11900.0,11900.0,F+L,0.0,0,0,0,19,18,0,0.0,0.0,0,1,1,1,1,1,1,0,0,0,72699,10.4458333333333,
4249,7c0daa7a-6f2f-4ec9-82ad-5a6e3e5d3538,0,0.0,0.0,0.0,,,,,,,26,,,Books & Magazines,Entertainment,False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,21.2613888888889,
4250,438bc798-c519-4cd6-ba31-863e5caa2e6b,0,0.0,0.0,0.0,,,,,,,20,,,Youthful Shoes & Clothing,Clothing & Shoes,False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,12.6188888888889,
4252,2066ccab-df87-4686-a83c-b638c0f877c2,8906,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,58,,,Dating services,Intangible products,True,0.0,0.0,no_match,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,8990,0,7.07277777777778,
4260,625ca30e-c11f-4d54-acd0-fc11e254ebef,0,0.0,0.0,0.0,,,,,,,18,,,Dietary supplements,Health & Beauty,False,0.0,0.0,no_match,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,10.1352777777778,
4265,674edca3-ed8b-4eaf-a970-81150a8d18d3,0,0.0,0.0,0.0,,,,,,,25,,,Dietary supplements,Health & Beauty,True,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,18.6569444444444,
4268,f8209cff-7f1e-40be-a158-7b836abd8592,0,0.0,0.0,0.0,,,,,,,18,,,Diversified entertainment,Entertainment,False,0.0,0.0,F1+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,7.89611111111111,
4270,f5279754-5198-4c25-8ce0-b7d97d55dcf1,44493,0.0,9.0,0.0,1.04841167908211,1.0,1.0,2.0,1.0,1.0,21,,,Diversified electronics,Electronics,True,5000.0,5000.0,F1+L,,0,0,0,0,0,0,,,6,0,0,0,0,0,0,0,21787,12232,8000,20.7569444444444,
4274,1db0f1a3-00d5-4d8d-955f-bab5bb425eed,0,,,,,,,,,,28,7.66666666666667,5.0,Diversified entertainment,Entertainment,True,6690.0,29595.0,no_match,0.0,0,0,0,9,14,0,0.0,0.0,0,1,1,1,1,1,1,0,0,0,28815,10.7694444444444,
4276,8eaf38bb-d6d2-4381-8e6c-8e3e5d1c2bee,0,0.0,0.0,0.0,,,,,,,18,,,Diversified entertainment,Entertainment,False,0.0,0.0,F+L,,1,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,9.38,1.0
4286,f6b3850e-7d11-4cc7-8519-a83db8faff81,0,0.0,0.0,0.0,,,,,,,56,,,Digital services,Intangible products,False,0.0,0.0,Nick,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,16.4461111111111,
4287,01865015-2215-4045-9e1a-e956edf746c7,0,0.0,0.0,0.0,28.412,1.0,1.0,,1.0,,18,,,Youthful Shoes & Clothing,Clothing & Shoes,True,895.0,895.0,no_match,,3,0,0,0,0,0,0.0,0.0,7,0,0,0,0,0,0,0,0,0,895,11.8694444444444,1.0
4289,8ebdc406-993b-4e73-a2ae-352379196d8a,0,0.0,0.0,0.0,,,,,,,45,,,Diversified entertainment,Entertainment,False,0.0,0.0,L1+F,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,23.1958333333333,
4296,93050140-ab08-472a-bbfa-2b526dd68c99,0,0.0,0.0,0.0,,,,,,,20,,,Dietary supplements,Health & Beauty,True,0.0,8765.0,L,,0,0,0,0,1,0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,16.9613888888889,
4297,05ddc04d-04f0-401a-94a3-78492bd2ed80,0,0.0,0.0,0.0,,,,,,,22,,,Youthful Shoes & Clothing,Clothing & Shoes,False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,19.1388888888889,
4299,57cfada7-154e-4ae8-a1f6-7b353e7c41ed,0,,,,,,,,,,56,,,Books & Magazines,Entertainment,True,0.0,4057.0,F+L,,0,0,0,0,5,0,0.0,0.0,0,1,1,1,0,0,1,0,0,0,0,12.7497222222222,
4304,0005bfb2-1400-41d3-ac63-e13467559f77,0,0.0,0.0,0.0,,,,,,,31,,,Diversified children products,Children Products,True,0.0,2990.0,L1+F,,0,0,0,0,0,0,0.0,0.0,0,2,0,0,0,0,2,0,0,0,0,21.4222222222222,
4316,c802bb54-a509-4572-a04d-8eac1f50e857,0,0.0,0.0,0.0,,,,,,,68,,,Decoration & Art,Home & Garden,False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,15.2652777777778,
4320,34e5a5d6-82a0-4d8f-9f11-10c19d987873,0,,,,,,,,,,18,39.0,43.0,Books & Magazines,Entertainment,True,6790.0,6790.0,F,0.2,1,0,0,1,0,4,0.0,0.0,1,2,2,2,2,2,2,0,0,0,22335,13.0375,1.0
4324,fcec1ccd-a78a-4eb0-b8c8-4337b3b32ade,0,0.0,0.0,0.0,,,,,,,61,,,Concept stores & Miscellaneous,"Leisure, Sport & Hobby",False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,16.3736111111111,
4325,cb2ea265-1a57-4ac9-b5b5-1ae57a31f471,0,0.0,0.0,0.0,,,,,,,29,,,Diversified entertainment,Entertainment,True,1330.0,1330.0,F+L,0.0,0,0,0,0,0,1,0.0,0.0,0,2,0,0,2,2,2,0,0,0,1330,20.4738888888889,
4326,c9dc59cc-065b-444e-be47-b9ba2fe4a5da,0,0.0,0.0,0.0,,,,,,,63,,,Diversified entertainment,Entertainment,False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,18.9733333333333,
4328,dfcc4bae-266b-4bb6-a109-2e9fcb690299,0,0.0,0.0,0.0,,,,,,,48,,,Diversified children products,Children Products,False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,1.20472222222222,
4329,8067e767-e82a-4cc2-bb64-925b3f0bce0d,0,,,,,,,,,,21,15.5,15.5,Youthful Shoes & Clothing,Clothing & Shoes,True,30250.0,30250.0,Nick,0.0,0,0,0,2,0,0,0.0,0.0,0,1,1,0,1,1,1,0,0,0,45801,5.55916666666667,
4334,39b64dd5-15c4-4a24-a66a-800094e07204,0,0.0,0.0,0.0,,,,,,,47,,,Diversified entertainment,Entertainment,True,4185.0,4290.0,F+L,0.0,0,0,0,0,1,0,0.0,0.0,0,2,1,0,0,0,2,0,0,0,4185,14.5161111111111,
4335,dd4d4c86-bd24-4cf3-be8d-765a61889183,0,,,,,,,,,,18,13.2142857142857,19.3333333333333,Youthful Shoes & Clothing,Clothing & Shoes,True,13999.0,13999.0,L1+F,0.0,0,0,0,14,0,0,0.0,0.0,0,1,1,1,1,1,1,0,0,0,112961,23.2413888888889,
4336,85f95a89-2fa1-4408-8fc4-a304aa3801ab,0,0.0,0.0,0.0,0.166409090909091,1.0,1.0,,1.0,1.0,47,,,Concept stores & Miscellaneous,"Leisure, Sport & Hobby",True,0.0,0.0,F+L,,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,16239,0,0,9.9525,
4337,4e32b772-4684-4fdb-aea3-9d484dd17659,0,0.0,0.0,0.0,,,,,,,19,,,Sports gear & Outdoor,"Leisure, Sport & Hobby",True,6580.0,6580.0,L1+F,0.0,0,0,0,0,2,0,0.0,0.0,0,1,1,0,0,0,1,0,0,0,9452,22.0866666666667,
4339,d6c20b95-a87c-4cb9-ba07-5226eff16073,0,0.0,0.0,0.0,,,,,,,47,,,Diversified entertainment,Entertainment,False,0.0,0.0,no_match,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,7.93444444444444,
4345,a88a5c12-37be-48bb-9ce4-b48cf45587ba,0,,,,,,,,,,22,14.0,,Collectibles,"Leisure, Sport & Hobby",True,6085.0,6085.0,no_match,2.0,2,0,0,1,0,0,0.0,0.0,2,1,0,0,1,1,1,0,0,0,6085,20.3066666666667,1.0
4346,7a25e0df-44c5-491a-a303-19d0625e4234,0,0.0,0.0,0.0,,,,,,,64,,,Concept stores & Miscellaneous,"Leisure, Sport & Hobby",False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,9.57972222222222,
